,asin,summary
2568,B00HBWESNA,Can hardly wait for Book 3 
2569,B00HCHU5FO,Overall great read!!
2570,B00HCQKSYS,Great zombie book Zombies books
2571,B00HCT48DM,"An Incredible Action-Packed Sci-Fi Adventure! Really Good! Particularly Excellent Military Sci-Fi Just ""Tri-to-n""ot enjoy it!  #badwordplay Great book, but a few minor complaints. ""Failure is poverty."" 5 Star Sci-Fi at its very best.  Well written. Two thumbs up"
2572,B00HCXN84I,"Not on par with the rest of the series Liked it, but kind of dissapointing... The next generation Kind of disappointed Different, but good Great series! I think a GREAT continuation! ! ! A good book series that keep you looking for the next book. A great adventure. Very good read! is this really the end? Another great tale in series Can't wait for book 6 Next Gen Needs More Next Gen This story does not measure up to the previous stories - I do not recommend! good stuff Excellent Three Stars America one, Next-gen(book 5)"
2573,B00HD0EDX0,It was definitely interesting and I did enjoy reading books one through five So sad but funny. Loved it. Awesome Bacon Please Always entertaining Four Stars
2574,B00HDT6BX6,good read Great series! Keep Them Coming So good Adventures Keeps a-Coming GreAt Read A good piece of the puzzle time-out Some improvement... A step
2575,B00HDXWN1Q,"Love this series Good book Great book, as soon as I finished Fun urban fantasy kickass chicks with swords. Another good one Awesome second book in the series Five Stars cupcakes, werewolves, and a vampire Hmmm interesting Magic, mystery, a bit of romance/flirting and a lot of action and fun! love the story line A Solid Second in the Series Five Stars For me fantasy and sex should not mix. If ... A delicious book Another wonderful book Great series this is getting interesting Another Great Read Omg Adored it!  Don't miss this series, so different, but so good! As Good As The First for a sequel, outstanding and better than its predecessor! More Please! VERY good urban fantasy"
2576,B00HEOZX2K,New Boss don't waste your time Great book. if you love the Eden series add another to the list Keep 'em coming Brett Eden Trillers Excellent series. Battles made it onto my favorite authors list.
2577,B00HERHI20,Holiday Legend
2578,B00HEU3P8S,"How do you describe perfection? Fantastic series, fantastic value I enjoyed the whole series I Love This Series Amazing Black Swan Books 4-6 Knight of Black Swan 4-6"
2579,B00HFD2VHK,Infiltrator - Contributor bk2 Excellent story line GREAT!
2580,B00HFELTG8,Great concept--difficult translation into written form. Confusing and dense. Had to think about this one.
2581,B00HFEWKXY,"I did not finish reading this Novella. Now, this is a strong female character Really enjoyed it interesting story Best Boykin story yet"
2582,B00HFF3F4Q,Outstanding Great book
2583,B00HFGM1JU,Great read Five Stars on the edge of my seat!!
2584,B00HFGM6ZE,very good series great second book
2585,B00HFKCYUC,"Is there ever Time Enough? Excellent Average, sort of. I would recommend it"
2586,B00HFUHRNQ,"Star Crusades Nexus: The First Trilogy A lot of fun! Plenty of tense action and some interesting characters Four Stars Please ! Four Stars Five Stars Good story - Bad grammer Sci-fi, action and fantasy Fast moving  Military Space Opera Five Stars I am surprised that I have read this trilogy in less than a week. Great characters that are believable Many will like the space action, story, characters, and military content of this book. Not a bad read, but it needs to be refined. The book was very good. It had a lot a action and a ... Star Crusades Good story but..................... Great trilogy if you like space Sci-Fi Long series Enjoyed Great Five Stars"
2587,B00HFX8JP8,Loved it ... and expanded the characters and tied first book in nicely. action packed Five Stars Five Stars
2588,B00HG0QGEQ,Awesome Battle Earth When it's finished Jump straight to book 10 Battle Earth is epic Very good Five Stars If you enjoy science fiction and action
2589,B00HG2LWTS,"Thrilling Fitting end to a great story Good stuff! Real Good Continuation of the Series Still great but... Battle Earth X Book 10, and still kicking."
2590,B00HG3H2JG,Amazing read
2591,B00HG4NPVE,"Great Zombie & Survival Story! Really good Zombies Zombies Zombies Life among the dead Pretty good book! Living the nightmare GREAT ZOMBIE BOOK! Zombies again!! Good zombie book Much Better Than Expected Life Among The Dead A National Guardsman, Children, and Zombies - Who Won? Not bad Good read, interesting elements Love the characters Not terribly original, but well done. One of the Better Zombie Books I've Read this is by far one of the best survival stories I have read Life among the dead a dead end? Not at all! Weird book. Fantastic Journey of survival Great read! But age 53 is not OLD. Worth a read The best of its kind Great tale Excellent read for zombie fans Lots of action packed pages An entire trilogy for the price of one... Good book!!!"
2592,B00HGFP8W2,"TV Tropes and better. Excellent Science Fiction Story Excellent science fiction Review of: The Pattern Ship. by Tobias Roote Wow! The Pattern Ship Nicely done. How dangerous is it? ""Bullocks! Bloddy hell!"" Said no American ever. Interesting take on alien contact. Don't bother with this one Unusual Good story. Somewhat reminiscent of Asimov The Pattern Ship (1) Of course aliens landed in Great Britain Great writing Great Story! Boo Great story Thoroughly enjoyed this book! Five Stars Good SciFi Enjoyable read and stories line Highly recommended Interesting book Five Stars Good book, no closi g A good read as is the entire series New Ideas are Always Welcome. A magnificent first book Loved it I think the first is a good story. However A Head Injury Repaired with a Meteorite Plate Loved this book The Pattern Ship. One Opinion If you want to read a whole new Idea you should read The Patteren Ship. Good book Good read Nice book The pattern Ship Four Stars Could be known author if he just wrote single books instead of run ons, won't be buying. good editing and easy to read Five Stars missed the mark. good free read Five Stars Four Stars Enterataining at all levels. Very enjoyable interesting story, well developed Five Stars No Rules Left Unbroken - Great! Four Stars Four Stars Settle in for a great read original sci-fi book- great start to what i hope will be a nice series I already read both books in this series that (so far) have been written both are fun and good escapes. Excellent High Tech Five Stars does not compute. excellent pattern Good reading Very Interesting great book! I like it!  this book made for a great read! Intresting premise Stupid Aliens Very Enjoyable Read A smooth read Excellent! follow a pattern Good reading A New Author Really liked this book and way it flowed Pattern SHip Unique and rewarding great read A lot better than average, and leaves you wanting more Good for Young Adults Good book. More please. A Sci-Fi space opera Good read Fantastic journey! A few clever ideas, but nothing stellar. couldn't wait to put it behind me A book that can be believed, that wants to be lived in and was hard to stop reading! Great start but needs work. The pattern ship Got Me!!! A New Star in Space All new technology Great work!!  Buy this book. Entertaining Good read ""Pattern Ship"" Refreshingly Different Fantastic New Series A great first book for the series...can't wait for book 2. Hardcore Good story Get over the minor grammar problems. It's a good read! good read A great start! Must Read Good read. Good read No Military Action-- Still, A Good Start To The Series I really enjoyed this. the Pattern Ship series is starting off strong very good read - great entertainment very entertaining! Adictive An interesting and well-written book! Great start of a new series Chuck Boy Oh Boy!  And I thought that the great Sci-fi writers were gone."
2593,B00HGHHS96,Five Stars Excellent Read Good ending
2594,B00HGJNGCC,The Perfect WOOL Companion Very good book One of the best Silo authors Good one I really enjoyed this exploration at something I really wondered about
2595,B00HGM65RC,Very good book bought all three so far Enjoyable ending to the story arc that started with Wolfhound The best of the three so far. Enjoyable read Excellent series Great ending for the series Eagle Three Stars FANTASTIC!! Wow nice ending to a great series I really liked this series Good follow-up
2596,B00HGUZWMI,This Book Is Missing Something Important: A Beginning and Resolution Dead earth by Matt Demers Confusing good story line but can be confusing
2597,B00HGXKV4E,Still enjoying this story. A real good yarn Love t his series Chuck The Dogs of Liberty Five Stars Joel does it again The dogs of Liberty book review Great story! THE BEST I'm a dog fan Find something else Good story telling Outstanding!  Keep the Dogs Coming!! I love this saga Excellent read Don't dwell on the past Needs An Editor There is so many possibilities WOW!  The hits just keep on coming! ~~Heading North~~ love this series read all three love it is a bit more than it deserves but less than 5 stars would be insulting to.... A great addition to the Saga I really like these colters The Colters continue! great book Great Stroy great books and i hope he will write more about ...
2598,B00HGZEPEO,Love!! Still good New Twists and and Unexpected Turns Dark elves rule!!! Rapture excellent book 2 Great Rapture Great follow up Elfs are awesome!!!
2599,B00HHDE4NC,More more more!!!!! another great story Another great book by tis author. Another Good One The darkening of a hopefull soul. One of the best mil sci-fi out there Very good reading Get'em while they are cheap STEADY IMPROVEMENT THROUGHOUT THIS SERIES This is fine writing and story telling YOW! Surprising new find for me... A+ Such an interesting change!!!  Great read!! the best of three. Not Bad - But Not At The Level Of The First Two Who is the enemy? Much Improved third book excellent read The finest kind of military sci-fi...... Unbelievably good!! interesting Continuation LOVE THIS SERIES! excellent continuation Amazingly good. One heck of a ride Excellent 3rd book in the series Three Stars The Union Series is riveting. Just don't try to read it when you are driving. Although if you are stuck in a mothionless queue.. Two Stars Four Stars Five Stars The character development is just great.
2600,B00HHGBAMC,"The adventure contiunes! Time Travel Twists Hope wasn't abandoned, she just didn't come back with everyone."
2601,B00HHO7W7Q,trouble in space city Keeps you wanting more Five Stars I love this universe.....but was a little dissappointed in the end! must have on your e-library Death from above Great series Five Stars Another page turner
2602,B00HIIMO2E,fallen grace Finished it on day one! Another great book in the series BEST ONE YET! Marry me Gus!! As good as it gets Love this series! Love it Fallen Grace 4 Five Stars what a turn of events Do Not Approve Sweet Love The Grace Series Rock! Amazing series
2603,B00HITFC0O,Very good Darkness a Gholem  a Princess and a lost prince .
2604,B00HIX2GT0,Must Read Excellent read
2605,B00HJAHB06,Very good second book. Great 2nd Book good read Great second book.
2606,B00HK4Z1BM,Great read. Rommel is still recognized in this future. Operation Desert fox WWII it isn't ...but there is a connection great read too short
2607,B00HK6I6NK,The Enemy of my Enemy ... Is My Friend Echoes of Tarma good short story of the clan horsemen series
2608,B00HK6I8RE,Great read. The Waters and the Wild A modern Herald?
2609,B00HKIKN20,Howling with Charlotte! Good start love these books Love this author! loved it Page Turner! Great start to a new series
2610,B00HKMYEV2,A wonderful story... Five Stars Fun to read
2611,B00HKO356A,"Best of the bunch Best one so far What he should have done during foolsgold or immediately thereafter! Best of the series Like whiskey, better with age! One more first rate story! Another great addition to the Wandering Engineer series. Hardcore good scifi series Another great  book in the series a Series that continues to get better ! A almost end to the series The admiral strikes back Good read Pirates Bane From ""Fell Deeds"" to ""Where's Waldo"" a great experience Terrified series will end Great book. Recommend for all sci-fi readers Great Pirates Bane great read. Great writing and storyline Nice addition to the Wandering Engineer saga... Better and not as dumb as the other book Slow Start but Great Space Battle A series that stays enjoyable. Unsure? OK Destroyer of Pirates Another good book! Keeps you on your toes Great read very interesting and fun series Man O Man I am so Hopeful That Writing Becomes a Speed Sport. Annoyed Great read Enjoyable and inspiring Pirates Bane Five Stars Coherent, rich details military fiction Four Stars Three Stars a great story as expected from Chris Hechtl all the books ... The only thing wrong with the books is having to ... Five Stars loved the space"
2612,B00HKQLLBY,"Action packed, well worth the wait."
2613,B00HL3RNUE,new series
2614,B00HLUI83S,ABOVE AVERAGE ZOMBIE STORY Fearless.
2615,B00HM7WK66,"New light paves the way to wonderful things. Fun read! Silo 49 series Sigh....parting is such sweet sorrow A Story of Family, Competition, Achievement and Success Good read if your a Silo fan Best book in the series Running for the silo Brilliant! A phenomenal finish Happy happy I believe a better ending that Howie wrote in Dust I read the series and thoroughly enjoyed it."
2616,B00HMBPDFW,"I liked it A somewhat disappointing conclusion... excellent GreAt Read Great read wonderful series Finally tired of reading the series as it was getting more and more predictable. The grand finale, apocalypse style Five Stars An able ending to a series with its good and bad books Just what I love about this author Love it! Ghost in the Surge (The Ghosts Book 9) Review Get this series Five Stars To love and lose"
2617,B00HMDZHBA,Liberty Gulch takes on the world! This would be a NO! good series Outstanding Story!
2618,B00HN9G6KY,"Fast and easy Uninspired tale that fails to become gripping. Good fantasy Keep on moving Five Stars No worth the time. Super enjoyable! I want a smoking hot girlfriend!! Delightful! Great read. Life with a arrogant antihero Fun, But a Bit of a Steamroll Three Stars That was fun! Firey Fun Fantasy Four Stars"
2619,B00HND20QY,Shadow of Doubt
2620,B00HND2ES8,"the saga continues Boring I enjoy reading Mr Very enjoyable read great, if not shocking concept Could have been better. Star One in my book. What a great story! Humanity faces extinction Four Stars A really good book if you can get past the first 6 ... Good read. Five Stars Clumsy writing and I don't think I can finish it Enjoyable and engaging read Great Book Science Fiction at it best Great Series Great series Really enjoyable One of the best series I have read Great quick read Early continues. good Continuation I am surprised how much I like this book Great call and interim read Star One: Tycho City Survival is another hit for this series. Wow!"
2621,B00HNF4ID0,A whole new level of awesome. Five Stars An Incredible Read Review of Jenny Undead The Daughter Of The Plague
2622,B00HNIBFZQ,"Good, suspenseful novella Very good Liked it very much A Fast Read"
2623,B00HNJWV3K,Not bad Five Stars
2624,B00HNTK70E,"Mr. Forester has done it again! Pretty good Rather boring You will enjoy this book. ... An Arizona Haven One man's journey. Enjoyed the story line, but.... Good Read This is just DULL Five Stars Excellent"
2625,B00HNZKP00,Hooked
2626,B00HOG92MA,"Excellent Storyline not as good as previous books Shut Up! Highly Recommend A Broken Throne Just as irritating the second time around Power, Betrayal, Fantasy. If you like fantasy then give it a read. Mixed feelings"
2627,B00HP9ZGI0,"Back in the Silo again... stunning Good Karma Excellent addition to the Silo Saga Simply an Awesome Book 4 to the original Silo Saga Another good Silo story intriguing story - beginning to end - real page turner Great addition to original Wool Karma continues to explore basis A worthwhile purchase Three and a half stars, but not quite there Karma of the Silo Loved it! Great short series"
2628,B00HPAJGNA,Exciting page-turner.
2629,B00HPEMVLU,A Side Story? Well is a darn good one anyways Fab book Can't wait
2630,B00HPH2Y3W,"Excellent Four Stars Blood, guts and glory I like Stephen and the AMP series Good Read I liked it very much Fun, easy read. Three Stars AMP Rebellion Really an excellent read. The way this series is written each ... A real page turning series. Five Stars Get the series! Five Stars Not as good as the first three the momentum has started to ... Five Stars Fantastic series and I can hardly wait for the sixth ... It's a good book AMP 4: Humans are the LAST species to mess with, if you are a smart alien! Awesome Can't wait for AMP 5 amp 4 is the best in the series so far Fast-paced, action-filled classic Space Opera! Fourth Installment in an Extended, Seamless Joyride Great entertaining AMP series AMP Series Great series AMP 4 Rebellion"
2631,B00HPN71Q6,"~~What If and What For?~~ Good Great read. looking forward to what comes next From The Fire review Wow. Do not waste your time, energy or money on this one.... The most lyrical and brutal book about the horrors of nuclear war I've ever read.  10 Stars if I could! Its good- nothing amazing! Excellent read Captivating reading. great book From the Fire Great Characters Slow start"
2632,B00HPXP2GM,Great story Simply Great Reads ... Awesome! Excellent Read PAW with heart
2633,B00HQ5E39Q,enjoyable Last book in series Excellent  book!
2634,B00HQ7ZBNQ,"No good characters, unfocused plot I bailed Great Colonization Novel Do not let the campy title put you off A wonderful colonization novel! Five Stars decent Kicked off Earth. Boy what a read! Exiled to the Stars Ever wonder what it takes to settle a new world? Good read Rare and Inspired! excellent read! Excellent story It moves from crisis to crises really well Good read"
2635,B00HQFTOU4,"Fantastic Series! Breath taking so good.. Scifi Five Stars As I finish one I buy the next. Very Good. Five Stars Five Stars Worth reading, if you like video games The Best Apocalypse EVER Five Stars Darkness in Bunker 84 So so Had to start the next book before the review left in suspense once again! Awesome Series wow ca t believe I finished in a day Revived a fan of the series Continuation of the Wasteland Chronicles. Great series Darkness the wasteland chronicles 5 Twists Continud Five Stars 5 Stars Young adult adventures"
2636,B00HQSEZ96,Go the distance the story is not bad and out of the dozens like novels that I have read Really points to strong communities. Starts slow but engages ~~Ozark Mountains~~
2637,B00HR850T4,I love this whole series. Fills In Some Gaps fun read another great one for the series~ Love it! A delightful series Fun side story A joy to read Hilariously awesome short I loved it! Cute Addition to an awesome series
2638,B00HR8QJBC,Go Monster Haven! Short Story Fun fun read Lovely Cute! Love this series and love that we get this little ... Cute Tis the Season!
2639,B00HRBXKZC,"Love the Bride books Bride of Midnight Not Impressed!! Much to short Sometimes less is just that, less!"
2640,B00HRF4V1A,"continuing great stories Still goin strong A Long Lonely Road, No Rest for the Wicked, Book 13 Another Great Read Reeder rules! Another great book in the series Great read I like the read LOVE THIS STORY!! Just keeps gettin better ... Sorry I bought it... didn't read it ... Better than ever You did fine More TJ, please! Another Wonderful book! See my other post on this series great and exciting"
2641,B00HRFZKYM,Four Stars Excellent Bending reality
2642,B00HRIKJOA,Part one of a series Intriguing Two Stars
2643,B00HRJAN4K,Oh what a read Three Stars Very Good Series Love the series Vitalis : Invasion
2644,B00HRK2D5G,This story needs a sequel stat! Carnage From The Beginning To The End!!
2645,B00HRMPQGW,Interesting reading Erase your past to save your future
2646,B00HS8S65I,"Interesting universe! Distracting grammar/spelling hurts the story Terrible writing Needs a really good edit. All around well written short story Good Read Not the Best I've read Good short story ok Four Stars Five Stars This book fulfills the requirement for being a military sci-fi novella. Five Stars Aliens meet soldiers Author needs help The Colony A story about Heroes. Such bait and switch Great Read The Colony Short Lame, don't bother, even for free Good start to a griitty space opera Two Stars I enjoyed the story enough to finish the book Even the Marines of the future get the dirty end of the stick Many will like this mix of space war and light romance. Five Stars Didn't leave me questioning. The Colony by John Davis Not great, but a decent time waster if you need something to read. Should have been better Very well done Two tears in a bucket. An interesting read with an unusual end. Good Short errors Colonists in need More please If you can't... Did Author Serve with the Marines?????"
2647,B00HSTB1VS,A real winner A Fun Fantasy Journey
2648,B00HSUMX46,"Nice Book on Surviving Story begins well, but seems not to develop. ... The entire John Harris series if filled with action and ... Grab this adventure up now Great story, needs some editing! Great reading, great story, incorporates much of today's politics Great time Thumbs up I'm glad I took a chance! Soft porn with bad editing Good book. Surviving review It was a good book Five Stars This is a great read and an excellent author Quite a story New way to start and end an apocalypse book Gratuitous Not worth it Scared me, almost too real. Sorry An action packed book ... Great first time book excellent series Slow Start Develpes into a Good Story! If you wrote a book and threw it into a blender!!! Disgusting!!!  From a conservative viewpoint?  I think not!"
2649,B00HSV1ACG,"A fantastic ""Jule"" of a collection to disco""Verne""!  @badwordplay The Ultimate Collection For Jules Verne Fans! A Wonderful Collection! Huge Classics Collection at a Great Price All Jules Verne all in one place Best Jules Verne Collection I've Found!"
2650,B00HT59B36,Nothing new and a poor offering.
2651,B00HTKE6H2,As good as the previous stories Overwhelmed by the enemy! Five Stars
2652,B00HTKO0NM,Good book Really Good... Excellent!  This story is put together very well . . . Great spin on the werewolf theme.
2653,B00HTNY6I8,"A different kind of policemen Come over to the Dark Side. A great intro to The Dead Planet Series! Five Stars Most disturbing, but plausible in today's political milieu.  Recommend!!! A good addition to the series. Great short story that leaves readers looking for more. Five Stars Three Stars Ok Read The Policeman Five Stars The Policeman Very short Not for me"
2654,B00HTQ5E22,"It's a wonderful start where do we go from here? Five Stars VERY GOOD SCI-FI  SERIES Top Shelf Great story Space opera fans are sure to enjoy this series. Highly recommended!! When you think where it is going you'll be surprised by something really original that you never thought off. Partly unrealistic but mostly outstanding Four Stars Good read, drags a bit Good Sci-fi series Great Sci-fi Three Stars Great series Five Stars Couldn't put it down Awesome Read Staple Yet Satisfying Sci-Fi Soap Opera A dramatic struggle for right over wrong A Star Wars like space opera! Some great SciFi! Very Enjoyable Series! Dark Space; The Original Trilogy (BOOKS 1-3) Four plus stars Dark Space:  The Original Trilogy Fascinating Space Opera. Definitely recommend. The Dark Space trilogy Don't miss this! Twisted is the Best I can say I highly recommend this book for a lot of action reading Four Stars Mediocre space opera -- fine to read if not needing to be amazed. Excellent read Super suspenseful I read Excelsior by this author.  Since I enjoyed it so much, I had to follow with Dark Space.  Proved to be a good idea thoroughly enjoyed this. good guys and bad guys Future Space looking forward to reading book 4 Bring back the single, standalone books! Five Stars Five Stars OK ... with most of the other reviews It is a good read but slow in places Five Stars Excellent!! I loved this series and I am looking forward to the next installment Dark Space 1 - 3 Some surprises and nice turn of No plot, no suspense, no foreshadowing of events.  Story meaders aimlessly. Dark space  the original trilogy ... a four high for first two but they deserved better then a three I very much enjoyed the stories Dark Space Loved it Fun Read Extremely enjoyable.  Well written and developed I Love science fiction The Original Trilogy had a great story line exciting action packed adventure Good Read This is the best work I have read Excellent military science fiction. Fast-moving story with surprise twist Four Stars Great galactic adventure. Five Stars Great Trilogy Great read love it War and love in a far distant future. Intetesting look at a possible future of our race. Filling, but not satisfying One of the best miltary space sagas Dark space trilogy Easy read"
2655,B00HTR598A,"I loved this sequel Three Stars A Heroine I Can Respect Fiona gental as a lamb, and unstoppable as an avalanche!"
2656,B00HUAEV6C,Spectacular finale with surprising revelations Refuge #5 So disappointed! Satisfying conclusion...or is it? EXCELLENT! Good Ending That May Be A Beginning Teaser Awesome end to an awesome series Amazing end to an amazing series Series gets better and better A NIGHTMARE COME TRUE !
2657,B00HUGW3WU,Nice read Alpha hybrid
2658,B00HUHVWZS,The Survivor Diaries Monte Vista Village Have a look at a future we all may some day face. Four Stars in all honesty I did not enjoy this book Monte Vista Village Refreshing Monte Vista Village Diary entries to tell the story worked out much better than I thought it would Can't wait for the next one. Survival The End is a Reality Good Read. Highly Recommend. Monte Vista Village (the survivors diaries book 1) Love this series Enjoyed this a lot attention grabbing Exceptional Survival Community! End of the World? Maybe not Just interesting enough that i kept hoping the author would make a story happen. The End Of The World Can Be Civil I'm Hooked What happens when the bombs hit?  Who survives? Diary meets committee meeting minutes. No MVV=MVB! Most Valuable Book!
2659,B00HUIK4S8,"Enjoyed the book... Excellent read! Apocalypse:Texas style Awesome Another good read ~~Expansion at Lake Ivey~~ A Nice First Book Texas style Adorable Four Stars Good post apocalyptic tale Entertaining but obviously a ""first"" novel"
2660,B00HUL19YI,Good potential for a series. Hopefully the second book will answer the many questions. entertaining
2661,B00HUOIV9G,"As in the previous episodes of ""The Hunts,"" the authors imagination makes for a good storyline. Another step."
2662,B00HV1WLIA,Go on an Amazing Adventure with this author and read this book you ... Five Stars GOOD STORY Hawk fae
2663,B00HVAX874,"An Excellent companion piece to ""The Time of the Doctor"" This anthology has four stories from the seige of Trenzalore ..."
2664,B00HVOFPRG,Poignant enjoyed part 2 Love these books! Page Turner! Patti Larsen is the best! And the plot thickens! Another captivating read
2665,B00HVRD7ZA,"A Must Read!! Couldn't stop until done! in the genre of aftermath Unique. Virus the unknown by Larry Finhouse Four Stars A bit slow... a little gross in the beginning but I was intrigued ... you will enjoy this book....a lot! Interesting little novella. Good read Very interesting style of writing Five Stars Pretty good, but...."
2666,B00HVYLT8A,this is just a classic serial story (#2) A GREAT NO. 2
2667,B00HW1TY9I,THE TIME HAS COME FOR HOLLYWOOD TO FILM A FRESH NEW SCI-FI MOVIE SERIES ... Great series grab them all. Sit Back and Enjoy the Ride Excellent Military Science Fiction Best Reading Experience. Great Story Finally !! 2nd reading even better than the first.  What a great story! Exciting story blending military SF and local and interstellar geopolitics Well written but it bogs down great military sci-fi 5 star series Very entertaining books. this is not new material Ringo and Weber at their Best How about a bow and arrow?
2668,B00HW610U4,"Another dimension - to a fantasy world. From Corporate America to Magical Scotland Great Fantasy read!! Very well thought-out fantasy, new concepts A Heros Journey Secrets of another dimension"
2669,B00HW7Z03G,Original invasion story Different Look On A Story That Has Been Done Before With Some New Twists!! Old school science fiction.
2670,B00HW8RRMM,"Great Book Stolen lives, forgotten past Like a lot of other reviews have said give this one a try! Some parts were well written... others. ... Nice premise, marred by terrible protagonist. Too much rape"
2671,B00HWMCTW6,Unusual and intersting twist to time traveling Complete story but with more to come. Thunder Mountain
2672,B00HWMKO1E,"If you need to read and nothing else sparks your interest, this book is ok. Fair to Midl'n Great second book Good Sequel to Long Shot Pretty good read."
2673,B00HWTMHC6,very good and sexy read
2674,B00HWWCFPW,Love the story but REALLY needs edited Most satisfying installment of the story to date Great third to the series Still waiting WOW! Five Stars Great ZOMBIE Thriller! Great read but poorly edited Just keeps getting better!!
2675,B00HWWCN3Q,Short read but lots of action What Zombies Fear keeps getting better! Amazing Books!!! holy cow! Way better Love this series!!!!
2676,B00HX9VPS2,"Awful excellence rises to the top, but will it be selected? Excellent novella; excellent introduction to some interesting characters"
2677,B00HXGWPM0,"Burn (Dragon Souls Book 2) I loved it. I enjoy Pens stories and if I ... Love it. and highly recommend it for good times, so long as you like fiction. Book 1 was much better Awesome Burn 3 For The Heroine none for the (anti)hero. Great book I love this author Great continuation of a really good book!"
2678,B00HXQ53QK,Has its ups and down Oath Tastic
2679,B00HXRTSR4,"Zack is amazing! Fun read Zack as you never expected. Outstanding! FANTASTIC! I had very mixed feelings about this book. fun book Story is to short Good. Zack Attack! Growing up... Very Good conclusion Great Book Last PS Power book for me. Enjoyable, though with far too much sexual innuendo Could've been great One Star Five Stars Draft 1, Book 3 Hopefully the series will continue"
2680,B00HXZZYCO,American Revolution Era Urban Fantasy
2681,B00HXZZYCY,A nice period piece with a dash of magic tossed around ...
2682,B00HYMDS8S,One of my most favorite quotes from the collection of shorts was from the ... A solid begining to a three part story All in all a good start to the book and I am eager to ... Great story 4 stars Good As with the previous book it was awesome!
2683,B00HYOUPC8,A very nice introduction story to this world Hearing voices
2684,B00HYQ5JAY,well worth reading It pulls you in and just holds on tight Imagination unfettered by those nebulous rules of writing Traveling from one pace to another can be very hazardous! good read
2685,B00HYU68VO,"Great Book excellent The usual adventure, heroes, bad guys and romance from Saxon Andrew meme IT GETS BETTER WITH EACH ADDITIONAL BOOK Love this series of books and the writing is just ... Four Stars Five Stars Five Stars Five Stars Five Stars Four Stars ""IT'S GREAT READING! Homophobic author A book that spans galaxies with incredible tech, but still delivers at the human level well drats Good read. What I expect from this author. An obvious afterthought Fast paced but predictable Classic Five Stars Five Stars"
2686,B00HZ4ECRG,nice read A Novel of DNA and Altered DNA Sequencing Sounds better than it ends. ok at best
2687,B00HZ4PE9Q,Well done ending to a terrific trilogy Trilogy review with no spoilers. Great read & why... Awesome Trilogy A tear at the end Great work A GOOD ZOMBIE BOOK Great trilogy Awesome series. Five Stars
2688,B00HZ6780W,"Worth it. A short novella much more complete but still a snippet Great Potential, Good Result Need more Quick read; good backstory Prequel Power"
2689,B00HZ8AC9E,Great book and series Eunuchs Don't Make Good StarShip Captains! Post Apocalyptic Science Fiction At Its Best.
2690,B00HZG8H20,Very boring Painful... Great Book Cool Above average Dead Outside EXCELLENT
2691,B00HZNMASU,"Fun but Unfocused I love it I can't figure Kevin out, but he can write goos stories - when he stays focused Better... Another great romp in Metro City. Excellent book"
2692,B00HZNZSLQ,Not quite hooked. A nice linear story beginning that gets right to it. Earth Dark#1 Grabbed my full attention and left me wanting more The darkness arrives Very entertaining read! i enjoyed it
2693,B00I0A5E1C,Humans and Peridians go all out in a fantastic thrill ride into the heart of Sci-fi non-stop action. A dynamic debut to a series!
2694,B00I0J2Y4I,"Great stories Voracious reader What an awesome deal! PS Power delivers energy stamina and creativity in a adult magically inspired land, with complex and different mores. recomned reading if 18+ Best Great Series good series"
2695,B00I0JLHQO,the book was over before I was ready Deadened Great read Deadened Five Stars Five Stars Saddened: Book 2 of Avery Twyella Series Very enjoyable! The ending left a lot to be desired
2696,B00I13I316,"nice series and I am sad that this is the conclusion Good to the last Excellent series A quick, fun read with good 'heroes' and evil villains Really enjoyed the three book series"
2697,B00I15VLC2,Good sci-fi murder mystery with a touch of romance Great New Series good story with a good mystery included
2698,B00I1LS0SE,"fun but quite short Four Stars Even Kevin's short stories are wonderful A great short story about an earlier mission that's now famous... Four Stars Love the Irish myth Five Stars Awesome Five Stars Great Read History - a little different than we'd been taught Short but sweet short and silly A nice short story to fill the time gap... only a sketched short story Gotta Love a Grail Tale A ""fun read"" Love this series ""I want a story where you took part in an historical event - a famous one."" good Fun Iron Druid episode"
2699,B00I1PEOQW,A must read on science fiction space opera genre FUN READ Romping good read ... rate this book as what I call a very good one. I definitely will purchase any of the ...
2700,B00I1SC1KA,Never read a book as confusing as this book! Very interesting and yet contradicting story Choppy story but overall an ok read. A SytFy Novel About the Invasion and Destruction of Earth Lost for words!
2701,B00I1SQEDK,This book is a good read moving the whole plot forward Stronger and Stronger A let down from previous books in the series Undertime! great series. Buy it! what are you waiting for Another Excellent addition to an Excellent Series
2702,B00I26V1GQ,Lover come back
2703,B00I2PHTI6,"Great fun, well worth it a prose version of a serial comic Goon Squad #1, Great Read, Too expensive Fun, light reading. Four Stars fun but short Being the new girl in town."
2704,B00I36DS3O,Great read
2705,B00I36J9J6,Brain Waves Uplifting
2706,B00I3DJQY2,"aHunter4Saken Been waiting for this for a while! Great follow up to book 1 an awesome read! Love the books in this series and I am waiting not so patiently for the next Very Good book awesome start to a great series. 3.5 rating Another great addition You will love this series! Like it great Aliens  Another great read! A Good Read - nice storyline development 2nd in series, 2nd rating for me. Very, Very Good loved loved loved this one Great story"
2707,B00I3HRCQW,"Luv them Tube Riders Enjoyed all 3 books in series Read at your own Risk Intersting, but slow story Five Stars Loved this entire series good story, would have liked a different ending Like the other two books in the Tube Rider Trilogy, Revenge was just awesome."
2708,B00I45AH7O,What a necromancer does on vacation Many ways of being Johannes Cabal. Read it.
