,reviewerID,summary
3353,A3CCETDY4L2KFA,"MOT SERIES IS WONDERFUL, READ IT ANOTHER TOP WRITTEN BOOK LOVE BUNDLES OF SAND AND STARLIGHT, A WINNER 6 of 8"
3354,A3CD85FUXQ88YK,Last of the series follows Hugh Howey's story and selling so well . You'd never think that it was another author Beacon 23 stories I really enjoy Hugh Howey & Beacon 23 series is another win Beacon 23 part 5 Visitor culmination More silo in seem less flow A wool/Silo story Continues the story
3355,A3CFF6Q3FRVHIG,Excellent read. Keep getting better. An epic war saga. This book has it all.  Very enjoyable reading. Excellent reading. A wide variety of talented authors Excellent reading. Another excellent adventure. tExcellent adventure reading. Better and better.  Riveting tale.
3356,A3CGRAX8L5CBY6,Humanitarian Zombie killer Ebola! Different kind of Zombie book Different kind of story m Epidemic survival
3357,A3CI6A8LHQ86B7,great job Great read One of the best series I have seen. Hit submit the Boy what a read! A really really good book !!!!
3358,A3CIIU9YNK53VK,Conversion Good vs bad Powerful read Joining School zombies
3359,A3CJF6RT618B6S,Five Stars Five Stars Five Stars Five Stars Five Stars
3360,A3CJN2S0XLVVLM,"More Confusing Than Enlightening Bring Back My Body to Me, to Me The One That Got Far, Far Away Too Short a Visit He's Got the Cure Waste of Time Trap"
3361,A3CK0LNSBTWNJ9,EDUCATING AN ALIEN !! TOTALLY OUT OF THIS WORLD!! GOOD BOOK . . CUTE COUPLE!! 3  1/2  STARS
3362,A3CKP9IEAJEN8Q,She is now one of my favourite authors. Try any of her books I'm sure ... Great reading. Story keeps you interested from start to ... 5 Star Author Good story Great stories Four Stars Could not put the book down. Thoroughly absorbing storyline ... Magic in another time and place.
3363,A3CLOCJHPWSV77,One of the best pieces of Space Opera I've read in years Well paced; engaging plot and characters a good read and I did buy the next book with excellent character development and a delightful premise but I have to provide some info as a basis for this great review. The story revolves around a group o ... I want more. I can read faster than you can write hurry up Weird - but interesting.
3364,A3CO0AJPKQ1WIC,"Excellent read, good story Five Stars Five Stars GREAT BOOK...GREAT SERIES!!!!!!!! Great Book...Great Series!!!!!"
3365,A3CPY13E13SFLG,Has all the elements A different angle (spelling is hard) Not James Bond for sure Watch out Spiderboys!!! War Machines sorta Not worth the time Honor Harrington Lite Wormholes and Corporate greed
3366,A3CQ5980OVK9GQ,Good book Good Teenager book Good Cheesy Oh my gosh Awesome book Great book Ok Good Awesome book Confusing Not a complete book
3367,A3CQLQXVXOKLWL,Short story First in series First in series Mind candy for the romantic Sex and the single demon The five Lyra novels. First in series Seventh in series. First in new series Second in series Third in what author calles first trilogy First in new story arc Fifth on series. First in a series of four See how it goes First in series Hard to define Light and dull Lastest addition Second in series. Fells like an end Fourth in the series First in a series. First in series. Second in series First in series. Seventh in series. First in series Fifth in series Second in series First in new cycle. Second in series. First in series First in series Kate Daniels characters First in series First in series. Third in series First in trilogy Fourth in series Ok second in series. Third in the series. Fourth in series Fifth in series Seventh in series. Eighth in series. Ninth in series. Nice addition to series Eleventh in series. First in series First in series? First in series Second in series First in series
3368,A3CQXLWJCTM30S,"Another Solid Short from Williams Bad Things Always Come in Threes Digger... Nose Digger Because in Space, No One Can Hear You Sob Is That A Quadra in Your Pocket or Are You Just Happy to See Me?"
3369,A3CR97BWNTD4V5,Great reading Five Stars A good story and had to keep reading Five Stars Had to finish once i started
3370,A3CTJOANA6US1D,Wonderful story One of my favorite SciFi universes! Engrossing! I didn't want to put it down Excellent story and series! Interesting character and plot Excellent and well written story! Great story! I like how the series progressed Good sci-fi mystery romance Great series!
3371,A3CV74YVACQ51H,Wow what a book! These books just keep getting better and better! I soo wish this series was a movie. GREAT books! Uninvited My review Very good Good book
3372,A3CVA4ON2QGNGC,"Five Stars I like them all... He is a serial killer SSSLLLOOOWWW (SLOW, SLOW, SLOW) Read it in one sitting Well written Advanced societies must all sing Kumbaya, right? Juvenile writing and Deus ex machina A really good series It is what I've come to expect I read the whole series It scores a four plus OH for Two Eureka!"
3373,A3CVQ6RV3TUDHP,I have read all seven in series. Excellent story. Great read! Good Book Enjoyed all books of this series!!!!
3374,A3CYA250L0DABZ,teen war game Not what I was hoping for I hate cliffhangers This girl can write! Darker than the first
3375,A3CZHTR1QFY285,"A good read Gotta read 'em all 12 good books in one cover Waiting patiently for #2 A good story Snow White - with a twist Got 'em all Hilda & William - a witch & wizard duo A nice switch from my normal genre Hilda The Wicked Withc - Read Them! Not bad Four Stars Vampires, Werewolves, & Dragons - Oh My!"
3376,A3D0MHNQMGK1E1,"Incredibly Intense, Well Written Book The Coming Storm Delightfull! The Island More Than A Zombie Story Good Story But Needs Work Fascinating, Fantastical, Sci-Fi Fresh Take On Paranormal"
3377,A3D0VMUYUPUL3X,"Can't wait for more! Can I give 6 stars? I liked it! A VERY GOOD READ! A good yarn, liked it a lot."
3378,A3D1TZWOKOH83R,The Sheer fun and excitement of the Storyline covered the few mechanical/stylistic issues. The Sheer fun and excitement of the Storyline covered the few mechanical/stylistic issues. Another hit from Larson Mr. Allen needs to go back to writing school Another homerun by Nuttthall If you like historical romances and space opera buy this book Great promise; but not enough plot development and too much graphic sex for my taste. Excellent series. Battles made it onto my favorite authors list. Still a good story; but with a some technical problems. John tells an excellent story After that ending Rob better have book 4 on the anvil Good second book in the series
3379,A3D2SEW3QUKKT5,Five Stars Five Stars Five Stars Five Stars Five Stars I really enjoy this series and highly recommend you read them Five Stars Four Stars Five Stars Three Stars Five Stars Four Stars Four Stars Four Stars Four Stars Four Stars Four Stars read it Five Stars Four Stars Four Stars Four Stars Four Stars Four Stars Four Stars Ok read I intertwining Five Stars The Jethro series are very good reading. The side series on John Irons are ... A good entertaining read Four Stars Liked it. Five Stars Four Stars Four Stars Four Stars Four Stars Four Stars Four Stars Five Stars Four Stars Five Stars Four Stars A rather interesting series. Entertaining and readable. Four Stars Five Stars good story Four Stars
3380,A3D4WCHT2Y62BV,LOVE THIS SERIES Keep them coming Ed. Love this series! Absolutely loved it!!! Really enjoyed this book It is crazy and absolutely ridiculous how good this series is! 5 stars is not nearly enough for this series! I like this author a lot. Looking forward to reading more of her books.
3381,A3D6F6Y8A29RSB,"Great - worth reading! Great book, highly recommend GIVE ME MORE EXCELLENT CONTINUATION OF THE SERIES LOVED IT!!! What a great surprise!  Top Pick!"
3382,A3D8661CXOCHZT,"So good, so far. Story's great! Read it now! Thought provoking A great introduction to the Halfskin trilogy."
3383,A3D8XI55KTT6C0,What a wonderful new take on sci-fi/apocalyptic genre! LOVE panthers and this story!! Had me in tears with my mouth wide open - So GOOD!! A nice afternoon short story read!! Fantasticending to a great series!! BEST of the series!!! Cora has come so far! Love the twist on the zombies in this story!! Updated fairytale for adults to enjoy.
3384,A3D9DYMBH8DEWO,Phoenix Yetrell Who's who and where the heck are we. Hooked Liked it Enjoy Love lost in time Acid History ready for the next Good read Good character development also Too many speeches. Redemption
3385,A3DAOPJBFTPM7K,Must read action packed A different take Better visuals cannot be found great take on a what if I even learned a bit! Surprisingly different Lots of action
3386,A3DAORPYFXTZMS,My all-time favourite author Very enjoyable series. A great read. Great series. A good read. Excellent series
3387,A3DBL16D4U55NI,"Entertaining and too short. Steady as it goes. Dark fantasy in its primes Quite good litRPG follow-up Downfall Solid urban fantasy Cliche, but entertaining. Nicely written A fantastic disaster"
3388,A3DDJVN11T47HK,"What a wonderful story! As usual it kept me on the ... Each one gets better and better Wonderful story. Ms O really enjoyed this book and hope there are more in the ... I was not disappointed. The writing was easy and the story was ... great story danger and steam This is a very good story for reading over a lunch break good story, great characters Life and love can be difficult great story, great characters He's one of their best. While on a mission"
3389,A3DFWJAUTAQ5W1,Excellent twist to a genre that can be pretty generic Easily one of the top three post apocalypse series that ... Excellent read. Was recommended by a friend and I ... Easily one of the top three post apocalypse series that ... Easily one of the top three post apocalypse series that ...
3390,A3DG3A9IAL8P7V,"A struggle without and within Into the wilds with mutants and monsters Good, but to short Good, but too short Secrets revealed - slight spoilers A strange quest goes on"
3391,A3DH3ONYQVREQY,interesting definitely read As good as promised Excellent Really well done
3392,A3DH53FPYSP9E,An excellent sword and sorcery short story The continuing adventures of the Gryphonpike Companions A not-so-serious sword and sorcery short story A slow but clever classical fantasy short story An extremely engaging but short fantasy introduction A mildy interesting fantasy novel but some concerns A military-style fantasy with potential but falls short A short fantasy story of self-sacrifice A well written and intriguing Orcs short story An excellent prequel tale to the Bitterwood trilogy
3393,A3DILKM02DR9SI,Taking it Back Rebirth UndeAd Nightmare Leg a cu of the Living The dogs of Liberty Apocalypse:Texas style Legend of Mace Great Book The Turn Broken Half-Made Girls Transmission Days of Perdition Hardrainfalling Blue Plague:War Precipice: V Plague Scratch Anvil: Merciless Fulcrum: V Plague 12 The Darkening The Long Road
3394,A3DJATGCFKOKYB,The book was a great read especially since it fills in a lot of ... This is another good entry into the Empire's Corps universe The empire series is great read lots of action The empire series is great read lots of action The empire series is great read lots of action The empire series is great read lots of action The empire series is great read lots of action A great addition to the The Empire's Corps universe The whole empire series is great. I cannot wait for the next book in ... Five Stars
3395,A3DKRSB5HBGNT0,Five Stars Five Stars Five Stars great read we need more like this Five Stars Five Stars Five Stars great read from star to the end
3396,A3DKXBUN2O6R3K,Good job! Two Stars Heck of a good story! Read the entire series! Write faster. Very interesting. Well written and very enjoyable.
3397,A3DKXV6I418PJO,Three Stars Two Stars Two Stars Three Stars Two Stars Two Stars Four Stars Three Stars
3398,A3DLN1BCLOGBNV,Disappointing but I'm not giving up.... LONG TIME FAN Good Story EXCELLENT ENDING TO A SERIES Really enjoyed this book Don't bother Dark urban fantasy A GREAT TALE Surprisingly good read GOOD READ Enjoyed series Wow GOOD READ Another Good Series Very Good Book MORE PLEASE WOW GOOD BOOK wow Con-Red : Recourse FUN READ Good Read Why are the endings always rushed? Lots of action. Surprise Good
3399,A3DLXEDPCQCZHQ,"twists and turns Great story!!!! Fantastic ! First Class Read!!! Sad but true. Bring on the next installment!!!! Finally !! Can't wait for the next book Very, very good !!! A Great Addition to the Series !!! I liked the story and the premise but while the writing ..."
3400,A3DN2PISIG14C6,"Good story, interesting ""smart zombie"" concept Good zombie story with an intriguing premise Amazing, mystifying, surreal adventure story Good post-apocalyptic story - love the animal-centric viewpoint Spooky, captivating mystery Good post-apocalyptic story with an interesting twist Unfortunately not as good as the first book in the series Intro to a great new post-apocalyptic series. Compelling, chilling, captivating post-apocalyptic tale with unforgettable characters"
3401,A3DN4VQ03TXNFB,"Excellent Space warfare series A great cyborg story A wonderful yarn the Pattern Ship series is starting off strong Excellent story This is an excellent story The Ell Donsaii series is Great Wonderful story, I hope more are coming! Another exciting Solbidyum series novel What would you do if you had to restart civilization from a scratch? this is a great ""space opera"" . . .a classic Tiona rocks! The Galactic Circle Veterinary Service rocks! An outstanding story!"
3402,A3DNQBN7Z1BDER,Thought-provoking Mind-tingling! Poignant and compelling Hilarious. Absurd. Beautiful
3403,A3DOUF0N3267ZK,Vampires in Space Space Adventure Another fantastic story Another awesome adventure Fantastic Adventure A Magikal Read
3404,A3DPCV2Y835PP2,"Great read if you like action, twisty plots, and sci-fi concepts this book is for you My Daddy is an Alien and I like that! The fun starts here Book 2 I liked the Idea but it advanced to slowly with too much repetition. Lots of fun Great concept and execution Ready to buy #2 Can't wait for April #6 More great fun with Ell Sci-Fi for 21st century Five Stars ESP in a rustic setting. Three is not enough. More great adventure and questions of what is moral? in this 2nd installment of the Hyllis family. I didn't love ""Vaz"" as much as Dr No Zombies but just as Apocalyptic. The buck errr the BANK stops here!!!! Book Three (solid like the rest) Space fun!"
3405,A3DQU2FHM73TRK,"It's Okay... Glad the series is over... I like where the series is going, can't wait for the next book! Good Story idea, execution was not up to the same level Good Sci-Fi Good book, not quite as good as the original series but very good Good book with a twist at the end that I am interested to see where the series goes now I enjoyed the book and the entire series very much Good read!  Looking forward to the next one! Currie delivers again Book was good"
3406,A3DQWFWINN3V5A,"One of the Best Books I've Read Very Good Book Does Sanderson Have Pratchett DNA? Very Good Book from Long Ago Love the Book.  Love the Series. Mistborn 3.5:  Behind the Curtain 14th in ""Polity"""
3407,A3DQZD41PQOFWZ,"it left me wanting more! Good story...just make it longer! History...as it should have been a lesson about the power of paper Make this a movie, please! Great story"
3408,A3DR8AYCA6WCZU,It's a harsh universe out there Fun and light Cute Mixed bag In serious need of an editor
3409,A3DRUCFKWX84CJ,"Excellent 2nd book in the series. First few books are good.  The rest are not. Good but overall expensive The wives take on a whole new effort and do a great job with it Another winner! The book had a good premise, but it was way too long and ..."
3410,A3DSUN6X9FNYWF,"Endless, vapid, wish-fulfillment Not the worst book is I've read Too shallow, too trite and altogether too convenient The title of this book should be ""No Explanations"". Too shallow, incomplete and improbable. But I finished it. How about a bow and arrow? Not worth the time"
3411,A3DSVWB95DPBY0,"Actionpacked Heilein-like read Montgomery's other two novels and liked them. This one is better Human Wave Fantasy Great book, Best Boykin story yet"
3412,A3DT7QE96FTRH2,"Astounding Value! astounding value astounding bargain, crappy finish :P If I were smart I would just subscribe to Galaxy's Edge.... the good, the bad, and the ugly Hope she finishes book 3 soon!"
3413,A3DTTLF6NFTMV0,An excellent and thought provoking novel. Excellent science fiction A very entertaining novel Great book A good sci fi book Exciting sequel!
3414,A3DU9KTTI27YNX,Grammer gets more atrocious as you progress Worst editing ever An entertaining read Spell Check A Terrible Sequel Well worth the read Good novelette Another good Novelette Short Stories at full book pricing
3415,A3DU9QVI0CYHCG,"Good plot, lots of action ... of gail carriger's books and this one was even better. The dialogue is hilarious Really good story Good but tedious at times good idea but confusing Better than expected Good start of a series"
3416,A3DV7AKNM4N8TN,"The Ultimate Collection For Jules Verne Fans! Part Space Based Dystopian Future, Part Political Thriller Don't let the synopsis fool you, this is worth picking up! Want to cure death? This isn't the way to go about it! A new take on humanity as aliens A different take on a dystopian future. Glimpses of tomorrow based off of the direction we're heading today A great first genre novel"
3417,A3DVDLESBC0NPI,This Is a really good vampire book! Great series! I can see that this book is excellent too. This book in the series continues to be excellent as usual! The series is really cooking now with this book! This book is so heavy I couldn't breathe sometimes! Wow! This Book has so much stuff going on! This series is really coming to a head!
3418,A3DW4VTIV0MQQZ,"Funny. Serious. Never work with a dog, they'll always upstage you. Excellent, I really enjoyed this one In which we learn the how of Episode 9 OK, now things are picking up Well, That's not supposed to happen Outstanding Fun! Short, Dark, I like it Well no, no one was expecting THAT. The Clarke is dead ... Long live the Clarke! Over so soon? Love this serial Slowest episode in the series"
3419,A3DWCJGRQ87E0V,Creative Story Fantastic Highly recommend Slow Going Not Best
3420,A3DXTTINLXTZTQ,"Great fun sci-fi great book great first book classical SF story but captivating the fighting spirit of mankind What a story The next episode of the saga And the show goes on solid episode in the series What a story just bridging the gap to book 8 Excellent start Still entertaining classic military SF nicely written A dark view of the future of humanity even better than the first book galactic rebellion The war is back I seldom give less than 3 stars Getting better and better difficult to rate Easy reading worth the waiting Humanity has to move off planet to strike back Excellent second book excellent new episode excellent as usual one of the most complete SF story One of the best book in the series great forth book power games and personal agendas are even more present Still great but... a great second book long wait but nice second book. xmen, super heros, superman all in one out from space Classic time travel story Great third book excellent military SF great second book hard SF military at its best"
3421,A3DYBBRX06WOYZ,Zombielicious An engaging story well told. Great concept Exciting Bravo Really good book Great
3422,A3DYTY4F6C10WC,"Simple wish fulfillment, space battle, linear mission execution with some harem scenes Selective obliviousness breaks the story flow A fitting and satisfying series finale A well written follow-up Another stupid, spineless wimp as the main character Hopefully the series will continue Entertaining wish-fulfillment quest story, no sex Positive 1960s style Science Fiction, aimed at criticizing the prevalent narrative forms of contemporary politics Exceeds expectations"
3423,A3DYV1KN26JUAI,Enjoyed it Very well done Surprise! Very Interesting You got my interest It was ok
3424,A3DZ1VMSFG8S31,Twisted?? Lost its momentum Where's the magic? Excellent Excellent!! Nice start Nailed it again
3425,A3DZQQ6WL7IMTR,"No Matter What One of the best Well done, Dalmas I enjoyed it, not just because I'm sort of a ... So What/ Hot Babes and All Read Them All Optimus Prime"
3426,A3E1VYNWSNB31G,Good read. Nothing new and a poor offering. Happy to read some REAL space opera! Dammit! These storeys are too short! I need to know the  next I installment to universe. Read it twice.
3427,A3E28F18J8OBMG,Another good story Sonia Rocks Good Story good Read Surprise Read
3428,A3E2J37OEZES0Q,"Utterly simplistic Amazing, VERY rewarding! Grippingly Good ! No thanks. Ready, Set, GO! Space Opera Action Even worse than that! Excellent conclusion"
3429,A3E2NW9YF3WP14,"Aurora exciting book! Unfinished Frontiers Purest Hemlock2 Knightmare Without You, great reading!"
3430,A3E5062I9FWLHC,One God The evil God king cometh. One God comes to conquer. The Gods are not the only ones with tremendous amount of power. Byonic Marine
3431,A3E5KOUCCKLHM7,This is the first time I've ever read a book that i want to buy the rest of the series. Five Stars One Star Four Stars Four Stars
3432,A3E5Z87YBD11NE,"Entertaining In the Best Tradition of Fantesy Great Follow-Up Highly Recommend. Wonderfully Well Written Series. Very Well Written Short Story. Well Written and Very Entertaining. Highly Recommend. Very Enjoyable and Worthwhile for the Right Audience. Loved It. Absolutely Loved It. Highly Recommend This Series. Can't Begin to Express Just How Good These Are! Recommended! Highly Recommend, Well Written, Engaging, Exciting, Romantic, Swoon-Worthy Hero. Entertaining in the Tradition of Grimm or Irving."
3433,A3E6658602Z794,Excellent reading Good trilogy. Excellent Excellent Excellent Great book
3434,A3E759EB7AK721,"Slow start good finish Three Stars Tactics of revenge. Four Stars Legend of Earth Good reads so far Alien dinasaur invaders conquor earth,  however the enemy of my enemy is my friend."
3435,A3E86TUFUUSVAN,"Great Zombie Read, action suspense and heroes! great short story read Great series, entertaining wild ride through zombie infested waters Great origins story about the virus, who and why they released it! Great read and lots of action. this was a great addition to the sovereign spirit saga Great collection of stories to get you started with tons of follow on books to read Great dystopian read, plausible in its own way and exciting until the end Great short read"
3436,A3E88GY2XFESA3,creepy doll nightmares tonight pretty good time Meh Damn shame... A fitting end Just keep getting better Getting better
3437,A3E8WIXHSYM3CN,A knockout debut for a fantastic series Interesting dystopian world I liked Remy. She is very crafty and self aware A remarkable sequel! Addicting! Fantastic collection of short stories! A well written debut novel Best book I've read all year! Great characters A Great Dystopian! Smashing sequel!!
3438,A3E9IGLKYOQRX2,"Admiral Who ? by Luke Sky Watcher Midshipman Lieutenant (The David Birkenhead Series) Daniel's Gambit by Luke Sky Watcher COMMODORE (The David Birkenhead Series) Soldiers book1 Soldiers part 2 Daniel's Tribulation by Luke Sky Watcher Admiral's Trial by Luke Sky Wachter Bitter Glory, by Jay Allan Under a Graveyard Sky Admirals Revenge, by Luke Sky Watcher No Middle Ground By Caleb Watcher Yorktown 1: by Bill Robinson Standardised:Rebellion Admirals Spine by Luke Sky Watcher Up the Middle by Caleb Watcher Admiral's Challange: by Luke Sky Watcher McKnight's Mission: A House Divided, Book 1 by Caleb Watcher Admiral's War part one Middleton's Prejudice by Caleb Watcher Against The Middle: by Caleb Sky Watcher"
3439,A3E9IOOOZOJN6Y,"Fun military read. Relationships need work A little juvenile, Didn't work for me. Wonderful Surprise! Excellent read Definitely a must have 2nd Not as Good"
3440,A3E9RWZWUG2ZSZ,Five Stars Five Stars Five Stars Five Stars Five Stars
3441,A3EAUIB6L0RV80,"great series, start at the beginning took a while to get started but well worth it love this series excellent Great as always"
3442,A3EES1BDX1LH85,Great read. Great read Good read Good read. Great story
3443,A3EFE5Q0396FZJ,"Great story, knowable characters... brilliant marketing Another Home Run by Currie A Great Read Enjoyed the series very much It started a little slow and took a while to get ramped up but I actually really liked the story"
3444,A3EHNHB56596DB,Five Stars Five Stars Five Stars Five Stars Five Stars
3445,A3EIIY2YRNJ32M,"Close calls abound Worthwhile Enjoyed it! Fun, but quick So much fun! A bit of insight Even more crazy fun different type of tale Lots of ACTION"
3446,A3EK5DN2JDH7AK,great book Great tale Five Stars nice twist on zombie apocalypse great series Five Stars
3447,A3EO332685YI2K,"Funk, Soul Brother Sqeeeee Super short ( yes it was an essay ) and ... horrible. in order to bump his word count the ... Fun would be another word I love these books Four Stars"
3448,A3EP01VFXJTWXT,Comet Clement Culling? #4 book Tommrows Clancy #5 book Comet Clement Comet Clement British can write SF very good Different It could Happen
3449,A3EQ3SH24TYAP3,really different and intersting really interesting read Really interesting book really good book Good mystery love book really interesting and keeps you going
3450,A3EQP1FYZAGMHT,"Excellent read, fun and many heroes who do the right thing That really explains allot, with action, adventure and hope Great book! Great read, with great heroes Awesome! Now that's even better! Well done!  A very good ending ..  and beginning. The best in the series yet! Excellent third book in series! E a st read, moves fast, lots of fun"
3451,A3ER0XE73DWNGT,"move over X files and Fringe Argh!  I'm hooked! Great side story for the Arisen series best so far of a great series! a great read, first hand tactical knowledge Good read!"
3452,A3ER3C7NZL94YL,"Grantville in the Midst of the 1618-1648 ""30 Years War"" is a Great Vision from Alternative History--With Much Hillbilly Humour! Keep up the Good Work! A Great Romp! Another ""Prepper"" A Stand-Alone Novel! BUY THE BOOK!  Buy a Second Book also!  Wc so-so A Romp!  I enjoyed it as a relaxing read."
3453,A3ERCS5WMFMQCY,"Another winner in the Breakers series Falls short of its potential but not bad.... Fun romp through time Deserves more recognition, good story! Steampunk Vampires!"
3454,A3EREZ7S8538CU,"Lily Marin Great companion story Great story, can't wait for the next installment Exciting sequel to Encrypted More prequels, more typos Another exciting installment of the EE books Love this series."
3455,A3EU6WUZSOXXTT,Classic fantasy Cool Cool read 3 stars Great short stories 3.5 stars
3456,A3EVDF3IHU0OQ7,"MORE!!! We want more!!! Can't go wrong with this Author If you liked Twilight, then you will LOVE Girls Wearing Black!! What an enjoyable story! Outstanding series!!"
3457,A3EVNI8DXF52VY,Excellent! Pretty Good Good first try What An Imagination! Won't be buying the 4th one
3458,A3EVXTFDLQK52F,The Chaos Chronicle 1-3/Sunborn Loved the series It flays you like a fish. I am sorry Mr. Mason What???? I almost gave up Humpf!!! Four Stars
3459,A3EVZ12XDD7HH4,"Beginning book a bit rocky. Two books of the series. Still enjoying them. Excellent science fiction. Captivating read. One month, one week of life left. Very good series. Great action, sci-fi. Another good read in this series. Looking forward to the final book. Great finale to finish this series with. I enjoyed the first story. The author has a vast imagination. Great story! Well done, atypical prepper tale. Survival of the fittest. BATTLES!"
3460,A3EW7NVIJJYIIT,Dark angel Mattie finds her home Gargoyle Love A Family's Love Rhykan Ever is dying Bonding together A hunters love
3461,A3EXF55P14XWSG,good story..... highly recommend give this one a try! give this one a whirl!! glad it was free Thia is a keeper!!
3462,A3EXP289M0PITN,"interesting ideas in story, but didn't like the story. story is narrated well i just didn't feel comfortable commenting on exact nature of that experience as reading ... ancient ways, of children s wisdom there are some books you just can't put down Legends can be, as Signposts, of where to find the truth."
3463,A3EYNTTH2WFKG1,Well Done Another Zombie Novel. Weak Character development is good. Start well and the early combat actions is well done ...
3464,A3EZ5SX5Z4OS1G,very Imaginative! Saber Toothed Tigers! Awesome! a new point of view! Another great episode! Wow!  I did not expect a dystopian world!
3465,A3EZUS8RZNCLVH,CHARACTERS A better read Good read I liked the bood Loving this series
3466,A3F2HPO6GUNAL9,Really enjoying this series. Yes it is Science Fiction ... A great escape Continuation of the Wasteland Chronicles. Another Hit from Kyle West Five Stars enjoy his writing
3467,A3F2VSV26IU75Y,The Wasteland Chronicles series chronicles #4 Box Set Saga The decline of hope. I am surprised that I have read this trilogy in less than a week. AMP Series How many more?
3468,A3F3E2UIR1ZGGG,"A good book for the holidays Nice effort, a mix of elements form the outline of a good space combat series. New aliens New battles and a new moral dilemma for the crew Easy read Fairly basic story for Ms. Whiteside Enjoyable series, reminds me a bit of the Cobra series by Timothy Zahn Choppy, poor characters, author needs to learn less is more Excellent series, every military sci-fi fan should read Looking forward to the followup series. Great series overall. Very happy to have read the whole thing! Fast read, easy, entertaining, nice characters, kind of short Mutiny, insurrection, ship to ship combat, ground OPs and aliens combine into a nice story line. Lots of action"
3469,A3F3YP3M0I84SU,I love this series. This series just keeps getting better. This just keeps getting better Very Good Fantasy. Don't wast your time or money on this book.
3470,A3F4TY6WT3FCHE,"Hard to love Good, but too pricey This was a pretty fun read so far (all three of the series ... Interesting small read This book was an interesting read, although sometimes it ..."
3471,A3F61X3XBCLICA,Thaumatology Series A excellent read Five Stars Five Stars Five Stars
3472,A3F6E7ELT3E9T0,Warning by the Asgard: Do not read or stuffer a deadly fate. The case of Iona v. Humanity Times are changing. A side-jump between Reflex and Impulse. Should had been a longer piece of work.
3473,A3F70VYHI3HSA,HUgo Winner part 1 part 2 part 13 part 10 Safehold Short but great part 7 part 3 part 12 part 8 part 9 part 4 part 11 part 5 part 6
3474,A3F7PTSCTAVOQL,"LOVED IT! Fascinating So Glad I Found This Series Oh Goody!  An Added Bonus Adventure! I LOVE This Series! NEXT!  Please, finish the series. I NEED TO KNOW"
3475,A3F813L2N55HYZ,"Keep them coming, a good scifi series. One of the best of the series, keep going Mediocre ending to a good book series. Predictable with nothing new Less than expected"
3476,A3F8A3OAXI1N06,GREAT! GREAT! A+++++++EMPIRE CORPS Four Stars Five Stars Four Stars Five Stars Two Stars Five Stars Five Stars GOOD GOOD Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars Five Stars
3477,A3F9RA0NGCV3K7,Enjoyed this one. A bit more 'opera' than I prefer in my alien/space stories. Cute little story. Vall's Will Great addition to this series.
3478,A3F9YTCWR68MYY,"Five Stars Five Stars I liked it. It began a little slow and the ... Three Stars The series it's really good even if the end it's a little surprising Good books, like the others"
3479,A3FA93L7JWESR,Triggers beware Good continuation of series Great novella Very good ending Very good continuation of series
3480,A3FAFMR1NZLFLR,"Fantastic beginning to a story I can't wait to continue reading! I really enjoy James Hunt's writing style and his ability to imagine ... Interesting Premise! Enjoyable to Read An Interesting What-If... Great Set of Two Stories, With a Great Price! Wondering What Comes Next! Waiting To Read the Next Installment."
3481,A3FAJDROVGF32Q,"A most excellent read ! A great first novel ! Our poor Earth ! I need MORE! Don't Freak Out ! Where, are my UV lights !! ? Don't go on the boat !! U.S.A. !  We are Americans ! It's the small things that should count.!"
3482,A3FBTLSMAGIONJ,New Ideas are Always Welcome. I like Tobias Roote's books Amazing noveletts I lovee it Well Written Good Fun I'm truly amazed at how current this old science fiction is and Im reading it in 2017 60 years after it was written. Great Stories
3483,A3FD21XA4VTVJF,Great Story Loved Hook Must Read Must read for the series Delightfull Excellent
3484,A3FDHLAP7NXIB0,Four Stars Four Stars Four Stars Four Stars Five Stars
3485,A3FE8Y27BE3QVY,Awesome. Read series. if you love the Eden series add another to the list Awesome!! Page turner Awesome AWESOME!!! Russia Great book great author
3486,A3FEP3F8CL8S8O,SO AWESOME LOVE IT Hell yeah HELL YEAH HELL YEAH Hell yeah HELL YES HELL YEAH
3487,A3FF5IATEO66AE,Family Law The Blooding Salvation Pirates Bane Wanted The Black Guard The Long Voyage of the Little Fleet Frost & Bothered The Severed Thread Black Magic Shadows They said it would be easy The Alpha Premonition
3488,A3FFKPVCWDNZ8U,Ok read good writing Five Stars I would recommend this series to anyone A fun Steampunk series Three Stars
3489,A3FHAMLNGHCFU7,Terrible idea handled about as well as it could be handled. Good story. Interesting beginning to a new series. Serious issues addressed. Fun read.
3490,A3FJ6BHRW4TYH,Slight detour in the story An excellent pulp adventure Four Stars Is this a new series ? Please make this a new series of books. Book 3 of the series. Thank god its finished.
3491,A3FJEKAMAYR810,Settlers Running for the silo 3 revenge o' the nerds Yes! A new shiny home for Firefly fans
3492,A3FJTU22ATY33S,"EXCELLENT Another piece of the puzzle Well worth reading but it is an installment of a series GREAT READ Great book that keeps you focused and intent Five Stars I love anything that Jonathan Moeller writes I love this series and love to read every one of ... I loved this book I love Jonathan Moeller's writing Well worth the money This is great reading to ""escape"" in I LOVE the ""GHOST"" series and anything that is written about ..."
3493,A3FLAVLHNU0GL2,nice to see the rest of the story BZ Gunny creepy beyond words huge fan of the original Day the Earth Stood Still movie proper Navy yarn
